long;lat;id;linea;estacion;numero_de_;destino_bo;lineas_de_;cierra_fin;escalera_p;escalera_m;ascensor;rampa;salvaescal;calle;altura;calle2;barrio;comuna;observacio;Objeto;dom_norma;dom_orig
-5.838.160.864;-3.461.796.937;279;E;INDEPENDENCIA;2;a Retiro y Plaza de los Virreyes;C;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Lima;845;;Constitucion;Comuna 1;Vestíbulo intermedio;Boca de subte;LIMA 845;Lima 845
-583.853.503;-3.462.226.423;280;E;SAN JOSE;1;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;1369;;Constitucion;Comuna 1;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 1369;San Juan 1369
-583.848.887;-3.462.224.241;281;E;SAN JOSE;3;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;1329;;Constitucion;Comuna 1;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 1329;San Juan 1329
-5.839.134.918;-3.462.296.311;282;E;ENTRE RIOS - RODOLFO WALSH;4;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Entre Ríos;1216;;Constitucion;Comuna 1;Vestíbulo intermedio;Boca de subte;ENTRE RIOS AV. 1216;Entre Ríos 1216
-5.839.159.037;-3.462.297.876;283;E;ENTRE RIOS - RODOLFO WALSH;2;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Entre Ríos;1217;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;ENTRE RIOS AV. 1217;Entre Ríos 1217
-5.839.138.163;-3.462.248.477;284;E;ENTRE RIOS - RODOLFO WALSH;3;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Entre Ríos;1184;;Constitucion;Comuna 1;Vestíbulo intermedio;Boca de subte;ENTRE RIOS AV. 1184;Entre Ríos 1184
-5.840.308.604;-3.462.379.189;285;E;JUJUY;1;a Retiro y Plaza de los Virreyes;H;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;2743;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 2743;San Juan 2743
-5.840.268.594;-3.462.373.517;286;E;JUJUY;3;a Retiro y Plaza de los Virreyes;H;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;2705;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 2705;San Juan 2705
-5.840.273.334;-3.462.394.609;287;E;JUJUY;4;a Retiro y Plaza de los Virreyes;H;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;2730;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 2730;San Juan 2730
-5.840.315.508;-3.462.399.983;288;E;JUJUY;2;a Retiro y Plaza de los Virreyes;H;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;2764;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 2764;San Juan 2764
-5.840.952.534;-3.462.458.861;289;E;URQUIZA;3;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;3141;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 3141;San Juan 3141
-5.840.986.556;-3.462.461.792;290;E;URQUIZA;1;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;3161;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 3161;San Juan 3161
-5.840.948.862;-3.462.476.923;291;E;URQUIZA;2;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;3144;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 3144;San Juan 3144
-5.841.596.298;-3.462.569.361;292;E;BOEDO;2;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Boedo;1014;;Boedo;Comuna 5;Andén central;Boca de subte;BOEDO AV. 1014;Boedo 1014
-5.841.619.258;-3.462.571.836;293;E;BOEDO;4;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Boedo;1011;;Boedo;Comuna 5;Andén central;Boca de subte;BOEDO AV. 1011;Boedo 1011
-5.841.600.711;-3.462.512.215;294;E;BOEDO;3;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Boedo;966;;Boedo;Comuna 5;Andén central;Boca de subte;BOEDO AV. 966;Boedo 966
-5.841.623.458;-3.462.517.841;295;E;BOEDO;1;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Boedo;981;;Boedo;Comuna 5;Andén central;Boca de subte;BOEDO AV. 981;Boedo 981
-5.842.621.008;-3.462.702.779;296;E;AV. LA PLATA;6;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;4370;;Boedo;Comuna 5;Andén central;Boca de subte;SAN JUAN AV. 4370;San Juan 4370
-5.842.646.098;-3.462.706.426;297;E;AV. LA PLATA;4;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;4396;;Boedo;Comuna 5;Andén central;Boca de subte;SAN JUAN AV. 4396;San Juan 4396
-584.262.555;-3.462.682.447;298;E;AV. LA PLATA;5;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;4361;;Boedo;Comuna 5;Andén central;Boca de subte;SAN JUAN AV. 4361;San Juan 4361
-5.842.651.023;-3.462.686.415;299;E;AV. LA PLATA;3;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;4397;;Boedo;Comuna 5;Andén central;Boca de subte;SAN JUAN AV. 4397;San Juan 4397
-584.270.133;-346.269.416;300;E;AV. LA PLATA;1;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Directorio;11;;Caballito;Comuna 6;Andén central;Boca de subte;DIRECTORIO AV. 11;Directorio 11
-5.842.697.344;-3.462.712.971;301;E;AV. LA PLATA;2;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Directorio;12;;Parque Chacabuco;Comuna 7;Andén central;Boca de subte;DIRECTORIO AV. 12;Directorio 12
-5.843.386.484;-3.462.826.592;302;E;JOSE MARIA MORENO;2;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;José María Moreno;813;;Parque Chacabuco;Comuna 7;Vestíbulo intermedio;Boca de subte;MORENO. JOSE MARIA AV. 813;José María Moreno 
-5.843.397.216;-3.462.783.788;303;E;JOSE MARIA MORENO;1;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;José María Moreno;793;;Caballito;Comuna 6;Vestíbulo intermedio;Boca de subte;MORENO. JOSE MARIA AV. 793;José María Moreno 793
-5.843.375.222;-3.462.780.383;304;E;JOSE MARIA MORENO;3;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;José María Moreno;790;;Caballito;Comuna 6;Vestíbulo intermedio;Boca de subte;MORENO. JOSE MARIA AV. 790;José María Moreno 790
-5.843.352.429;-346.280.735;305;E;JOSE MARIA MORENO;4;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Directorio;486;;Parque Chacabuco;Comuna 7;Vestíbulo intermedio;Boca de subte;DIRECTORIO AV. 486;Directorio 486
-5.844.202.631;-3.463.082.283;306;E;EMILIO MITRE;2;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Eva Perón;1193;;Parque Chacabuco;Comuna 7;Vestíbulo intermedio;Boca de subte;PERON. EVA AV. 1193;Eva Perón 1193
-5.844.207.286;-3.463.145.427;307;E;EMILIO MITRE;1;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Emilio Mitre;855;;Parque Chacabuco;Comuna 7;Vestíbulo intermedio;Boca de subte;MITRE. EMILIO 855;Emilio Mitre 855
-5.845.012.395;-3.463.643.806;308;E;MEDALLA MILAGROSA;1;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Eva Perón;1953;;Parque Chacabuco;Comuna 7;Vestíbulo intermedio;Boca de subte;PERON. EVA AV. 1953;Eva Perón 1953
-584.578.925;-3.463.984.597;309;E;VARELA;1;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Varela;940;;Flores;Comuna 7;Vestíbulo intermedio;Boca de subte;VARELA AV. 940;Varela 940
-5.846.148.282;-3.464.304.264;310;E;PLAZA DE LOS VIRREYES - EVA PERON;1;a Retiro;P;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Lafuente;1150;;Flores;Comuna 7;Andén a Bolívar;Boca de subte;LAFUENTE AV. 1150;Lafuente 1150
-5.840.618.772;-3.460.905.097;311;H;ONCE - 30 DE DICIEMBRE;2;a Las Heras y Hospitales;A;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Pueyrredón;100;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;PUEYRREDON AV. 100;Pueyrredón 100
-5.840.589.542;-3.460.894.658;312;H;ONCE - 30 DE DICIEMBRE;1;a Las Heras y Hospitales;A;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Pueyrredón;91;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;PUEYRREDON AV. 91;Pueyrredón 91
-5.840.586.719;-3.460.928.311;313;H;ONCE - 30 DE DICIEMBRE;5;a Las Heras y Hospitales;A;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Pueyrredón;59;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;PUEYRREDON AV. 59;Pueyrredón 59
-5.840.587.669;-3.460.911.303;314;H;ONCE - 30 DE DICIEMBRE;3;a Las Heras y Hospitales;A;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Pueyrredón;79;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;PUEYRREDON AV. 79;Pueyrredón 79
-5.840.469.445;-3.461.494.258;315;H;VENEZUELA;1;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Jujuy;422;;Balvanera;Comuna 3;Salida únicamente;Boca de subte;JUJUY AV. 422;Jujuy 422
-5.840.493.566;-3.461.498.192;316;H;VENEZUELA;2;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Jujuy;425;;Balvanera;Comuna 3;Salida únicamente;Boca de subte;JUJUY AV. 425;Jujuy 425
-584.045.278;-3.461.551.941;317;H;VENEZUELA;3;a Las Heras y Hospitales;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Jujuy;482;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;JUJUY AV. 482;Jujuy 482
-5.840.476.635;-3.461.556.466;318;H;VENEZUELA;6;a Las Heras y Hospitales;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Jujuy;487;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;JUJUY AV. 487;Jujuy 487
-5.840.485.671;-3.461.525.259;319;H;VENEZUELA;4;a Las Heras y Hospitales;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;jujuy;449;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;JUJUY AV. 449;jujuy 449
-5.840.157.247;-3.462.360.339;320;H;HUMBERTO I;7;a Las Heras y Hospitales;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;San Juan;2647;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;SAN JUAN AV. 2647;San Juan 2647
-5.840.222.175;-3.462.301.654;321;H;HUMBERTO I;3;Salida únicamente;;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Jujuy;1142;;San Cristobal;Comuna 3;Salida únicamente;Boca de subte;JUJUY AV. 1142;Jujuy 1142
-58.402.478;-3.462.301.699;322;H;HUMBERTO I;2;a Las Heras y Hospitales;;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Jujuy;1133;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;JUJUY AV. 1133;Jujuy 1133
-5.840.218.792;-3.462.247.347;323;H;HUMBERTO I;1;a Las Heras y Hospitales;;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Humberto 1°;2666;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;HUMBERTO 1° 2666;Humberto 1° 2666
-5.840.215.419;-3.462.327.504;324;H;HUMBERTO I;5;a Las Heras y Hospitales;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Jujuy;1197;;San Cristobal;Comuna 3;Vestíbulo intermedio;Boca de subte;JUJUY AV. 1197;Jujuy 1197
-584.011.606;-3.462.902.528;325;H;INCLAN - MEZQUITA AL AHMAD;2;a Las Heras y Hospitales;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Jujuy;1615;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;JUJUY AV. 1615;Jujuy 1615
-5.840.091.835;-346.289.961;326;H;INCLAN - MEZQUITA AL AHMAD;1;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Jujuy;1618;;Parque Patricios;Comuna 4;Salida únicamente;Boca de subte;JUJUY AV. 1618;Jujuy 1618
-5.840.079.081;-3.462.978.818;327;H;INCLAN - MEZQUITA AL AHMAD;3;a Las Heras y Hospitales;;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Jujuy;1680;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;JUJUY AV. 1680;Jujuy 1680
-5.840.102.682;-3.462.982.065;328;H;INCLAN - MEZQUITA AL AHMAD;6;Salida únicamente;;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Jujuy;1691;;Parque Patricios;Comuna 4;Salida únicamente;Boca de subte;JUJUY AV. 1691;Jujuy 1691
-5.840.113.433;-346.291.905;329;H;INCLAN - MEZQUITA AL AHMAD;4;a Las Heras y Hospitales;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Jujuy;1633;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;JUJUY AV. 1633;Jujuy 1633
-5.839.906.112;-3.463.502.129;330;H;CASEROS;1;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Jujuy;2112;;Parque Patricios;Comuna 4;Salida únicamente;Boca de subte;JUJUY AV. 2112;Jujuy 2112
-5.839.928.434;-3.463.512.423;331;H;CASEROS;2;a Las Heras y Hospitales;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Jujuy;2129;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;JUJUY AV. 2129;Jujuy 2129
-5.839.889.215;-3.463.555.215;332;H;CASEROS;3;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Jujuy;2180;;Parque Patricios;Comuna 4;Salida únicamente;Boca de subte;JUJUY AV. 2180;Jujuy 2180
-5.839.913.326;-346.356.143;333;H;CASEROS;6;a Las Heras y Hospitales;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Jujuy;2185;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;JUJUY AV. 2185;Jujuy 2185
-5.839.921.742;-3.463.535.305;334;H;CASEROS;4;a Las Heras y Hospitales;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Jujuy;2179;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;JUJUY AV. 2179;Jujuy 2179
-5.840.579.634;-3.463.759.004;335;H;PARQUE PATRICIOS;2;a Las Heras y Hospitales;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Monteagudo;35;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;MONTEAGUDO 35;Monteagudo 35
-5.840.593.477;-3.463.751.388;336;H;PARQUE PATRICIOS;1;a Las Heras y Hospitales;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Monteagudo;29;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;MONTEAGUDO 29;Monteagudo 29
-5.841.242.951;-3.464.155.031;337;H;HOSPITALES;1;a Las Heras;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Almafuerte;270;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;ALMAFUERTE AV. 270;Almafuerte 270
-5.841.255.591;-3.464.182.344;338;H;HOSPITALES;5;a Las Heras;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Almafuerte;302;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;ALMAFUERTE AV. 302;Almafuerte 302
-5.841.276.933;-3.464.154.455;339;H;HOSPITALES;2;a Las Heras;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Almafuerte;279;;Nueva Pompeya;Comuna 4;Vestíbulo intermedio;Boca de subte;ALMAFUERTE AV. 279;Almafuerte 279
-5.841.243.816;-3.464.168.627;340;H;HOSPITALES;3;a Las Heras;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Almafuerte;286;;Parque Patricios;Comuna 4;Vestíbulo intermedio;Boca de subte;ALMAFUERTE AV. 286;Almafuerte 286
-5.840.346.313;-3.459.876.209;341;H;CORDOBA;2;a Las Heras y Hopitales;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Cordoba;2572;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORDOBA AV. 2572;Cordoba 2572
-5.840.202.619;-3.459.439.441;342;H;SANTA FE - CARLOS JAUREGUI;3;a Las Heras y Hopitales;D;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;2491;;Recoleta;Comuna 2;Vestíbulo intermedio;Boca de subte;SANTA FE AV. 2491;Santa Fe 2491
-5.843.446.469;-3.457.526.449;343;D;MINISTRO CARRANZA - MIGUEL ABUELO;1;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;5328;;Palermo;Comuna 14;Vestíbulo intermedio;Boca de subte;SANTA FE AV. 5328;Santa Fe 5328
-5.837.482.607;-3.460.848.407;344;A;PERU;1;a Pza. de Mayo;E-D;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Avenida de Mayo;599;;Monserrat;Comuna 1;Sólo andén a Pza. de Mayo;Boca de subte;DE MAYO AV. 599;Avenida de Mayo 599
-5.837.476.814;-3.460.870.464;345;A;PERU;2;a San Pedrito;E-D;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Avenida de Mayo;598;;Monserrat;Comuna 1;Sólo andén a San Pedrito;Boca de subte;DE MAYO AV. 598;Avenida de Mayo 598
-5.839.234.443;-3.460.929.601;346;A;CONGRESO - PDTE. DR. RAUL ALFONSIN;6;a San Pedrito;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Rivadavia;1802;;;;Solo anden a San pedrito;Boca de subte;;Rivadavia 1802
-5.839.290.273;-3.460.915.562;347;A;CONGRESO - PDTE. DR. RAUL ALFONSIN;5;a Plaza de Mayo;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Rivadavia;1851;;;;Solo anden a Plaza de Mayo;Boca de subte;;Rivadavia 1851
-5.841.491.376;-3.461.067.378;348;A;LORIA;5;a Plaza de Mayo;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Rivadavia;3425;;Almagro;Comuna 5;Solo anden a Plaza de Mayo;Boca de subte;RIVADAVIA AV. 3425;Rivadavia 3425
-5.842.130.869;-3.461.170.652;349;A;CASTRO BARROS;6;a San Pedrito;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Rivadavia;3916;;Almagro;Comuna 5;Solo anden a San Pedrito;Boca de subte;RIVADAVIA AV. 3916;Rivadavia 3916
-5.844.127.818;-3.462.059.645;350;A;PRIMERA JUNTA;2;a San Pedrito;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Del Barco Centenera;11;;Caballito;Comuna 6;Vestíbulo intermedio;Boca de subte;BARCO CENTENERA DEL 11;Del Barco Centenera 11
-5.846.637.037;-3.458.396.011;351;B;TRONADOR - VILLA ORTUZAR;3;a L. N. Alem y J. M. de Rosas;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Guevara;1600;;Villa Ortuzar;Comuna 15;Andén central;Boca de subte;GUEVARA 1600;Guevara 1600
-5.847.354.997;-3.458.189.175;352;B;DE LOS INCAS - PQUE. CHAS;2;a L. N. Alem y J. M. de Rosas;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Triunvirato;3700;;Villa Ortuzar;Comuna 15;Vestíbulo intermedio;Boca de subte;TRIUNVIRATO AV. 3700;Triunvirato 3700
-5.848.087.095;-3.457.801.655;353;B;ECHEVERRIA;4;a L. N. Alem y J. M. de Rosas;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Triunvirato;4254;;Villa Urquiza;Comuna 12;Vestíbulo intermedio;Boca de subte;TRIUNVIRATO AV. 4254;Triunvirato 4254
-5.848.679.888;-3.457.445.131;354;B;JUAN MANUEL DE ROSAS - VILLA URQUIZA;7;a L. N. Alem;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Monroe;5121;;Villa Urquiza;Comuna 12;Vestíbulo intermedio;Boca de subte;MONROE 5121;Monroe 5121
-5.848.797.086;-3.457.393.799;355;B;JUAN MANUEL DE ROSAS - VILLA URQUIZA;2;a L. N. Alem;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Roosevelt;5154;;Villa Urquiza;Comuna 12;Vestíbulo intermedio;Boca de subte;ROOSEVELT FRANKLIN D. AV. 5154;Roosevelt 5154
-5.838.106.523;-3.462.758.711;356;C;CONSTITUCION;3;a Retiro;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Martin Rodriguez;1147;;Boca;Comuna 4;Andén central;Boca de subte;RODRIGUEZ. MARTIN 1147;Martin Rodriguez 1147
-5.837.491.529;-3.460.710.968;357;D;CATEDRAL;3;a Congreso de Tucumán;A-E;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sánez Peña;582;;;;Andén a C. de Tucumán;Boca de subte;;Roque Sánez Peña 582
-5.846.292.703;-3.455.536.584;358;D;CONGRESO DE TUCUMAN;2;a Catedral;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;2922;;Nuñez;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2922;Cabildo 2922
-5.846.238.102;-3.455.591.306;359;D;CONGRESO DE TUCUMAN;10;a Catedral;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Cabildo;2848;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2848;Cabildo 2848
-5.837.063.797;-3.460.292.724;361;B;LEANDRO N. ALEM;1;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;269;;San Nicolas;Comuna 1;Anden central;Boca de subte;CORRIENTES AV. 269;Corrientes 269
-5.838.084.048;-3.460.437.551;362;D;9 DE JULIO;5;a Catedral y Congreso de Tucumán;B-C;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Carlos Pellegrini;341;;San Nicolas;Comuna 1;Galería Obelisco Sur;Boca de subte;PELLEGRINI. CARLOS 341;Carlos Pellegrini 341
-5.838.083.318;-3.460.446.494;363;D;9 DE JULIO;7;a Catedral y Congreso de Tucumán;B-C;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Carlos Pellegrini;341;;San Nicolas;Comuna 1;Galería Obelisco Sur;Boca de subte;PELLEGRINI. CARLOS 341;Carlos Pellegrini 341
-5.840.277.393;-3.459.509.642;364;H;SANTA FE - CARLOS JAUREGUI;5;a Las Heras y Hopitales;D;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Pueyrredón;1338;;;;Vestíbulo intermedio;Boca de subte;;Pueyrredón 1338
-5.837.053.148;-3.460.869.826;365;A;PLAZA DE MAYO;3;a San Pedrito;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Hipólito Yrigoyen;297;;Monserrat;Comuna 1;Andén Central;Boca de subte;YRIGOYEN. HIPOLITO AV. 297;Hipólito Yrigoyen 297
-5.839.810.354;-3.459.964.495;366;D;FACULTAD DE MEDICINA;5;a Catedral;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Córdoba;2155;;Recoleta;Comuna 2;Andén a Catedral;Boca de subte;CORDOBA AV. 2155;Córdoba 2155
-583.752.402;-3.459.236.382;367;E;RETIRO;1;a Plaza de los Virreyes - Eva Perón;C;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Ramos mejia;1301;;Retiro;Comuna 1;Vestíbulo intermedio;Boca de subte;RAMOS MEJIA. JOSE MARIA. DR. AV. 1301;Ramos Mejía 1301
-5.837.563.315;-345.922.734;368;E;RETIRO;3;a Plaza de los Virreyes - Eva Perón;C;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Del Libertador Av;125;;Retiro;Comuna 1;Vestíbulo intermedio;Boca de subte;DEL LIBERTADOR AV. 125;Del Libertador 125
-5.837.610.256;-3.459.196.662;369;E;RETIRO;5;a Plaza de los Virreyes - Eva Perón;C;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Del Libertador Av;145;;Retiro;Comuna 1;Vestíbulo intermedio;Boca de subte;DEL LIBERTADOR AV. 145;Del Libertador 145
-5.837.653.611;-3.459.168.712;370;E;RETIRO;7;a Plaza de los Virreyes - Eva Perón;C;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Del Libertador Av;185;;Retiro;Comuna 1;Vestíbulo intermedio;Boca de subte;DEL LIBERTADOR AV. 185;Del Libertador 185
-5.837.590.289;-3.459.277.031;371;E;RETIRO;2;a Plaza de los Virreyes - Eva Perón;C;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Juncal;602;;Retiro;Comuna 1;Vestíbulo intermedio;Boca de subte;JUNCAL 602;Juncal 600
-5.837.676.884;-3.459.222.007;372;E;RETIRO;4;a Plaza de los Virreyes - Eva Perón;C;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Basavilbaso;1393;;Retiro;Comuna 1;Vestíbulo intermedio;Boca de subte;BASAVILBASO 1393;Basavilbaso 1393
-583.725.077;-3.459.624.151;373;E;CATALINAS;4;a Plaza de los Virreyes - Eva Perón y Retiro;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Leandro N Alem;996;;Retiro;Comuna 1;Vestíbulo intermedio;Boca de subte;ALEM. LEANDRO N. AV. 996;Leandro N Alem 996
