long,lat,id,linea,estacion,numero_de_,destino_bo,lineas_de_,cierra_fin,escalera_p,escalera_m,ascensor,rampa,salvaescal,calle,altura,calle2,barrio,comuna,observacio,Objeto,dom_norma,dom_orig
-58.40700282,-34.61028975,47,A,PLAZA MISERERE,2,a Plaza de Mayo y San Pedrito,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,2860,,Balvanera,Comuna 3,Vestibulo intermedio,Boca de subte,RIVADAVIA AV. 2860,Rivadavia 2860
-58.40658078,-34.61002783,48,A,PLAZA MISERERE,3,a Plaza de Mayo y San Pedrito,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,2829,,Balvanera,Comuna 3,Vestibulo intermedio,Boca de subte,RIVADAVIA AV. 2829,Rivadavia 2829
-58.40687674,-34.61004208,49,A,PLAZA MISERERE,4,a Plaza de Mayo y San Pedrito,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,2837,,Balvanera,Comuna 3,Vestibulo intermedio,Boca de subte,RIVADAVIA AV. 2837,Rivadavia 2837
-58.40622562,-34.60935675,50,A,PLAZA MISERERE,5,a Plaza de Mayo y San Pedrito,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,B.Mitre,2802,,Balvanera,Comuna 3,Vestibulo intermedio,Boca de subte,MITRE. BARTOLOME 2802,B.Mitre 2802
-58.4061804,-34.60906663,51,A,PLAZA MISERERE,10,a Plaza de Mayo y San Pedrito,H,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,B.Mitre,2820,,Balvanera,Comuna 3,Vestibulo intermedio,Boca de subte,MITRE. BARTOLOME 2820,B.Mitre 2820
-58.40583732,-34.60853862,52,A,PLAZA MISERERE,7,a Plaza de Mayo y San Pedrito,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pueyrredón,123,,Balvanera,Comuna 3,Vestibulo intermedio,Boca de subte,PUEYRREDON AV. 123,Pueyrredón 123
-58.40628205,-34.60844806,53,A,PLAZA MISERERE,8,a Plaza de Mayo y San Pedrito,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pueyrredón,136,,Balvanera,Comuna 3,Vestibulo intermedio,Boca de subte,PUEYRREDON AV. 136,Pueyrredón 136
-58.41509398,-34.61069016,55,A,LORIA,3,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,3431,,Almagro,Comuna 5,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 3431,Rivadavia 3431
-58.4149002,-34.61086021,56,A,LORIA,4,a San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,3434,,Almagro,Comuna 5,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 3434,Rivadavia 3434
-58.41533852,-34.61069864,57,A,LORIA,1,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,3463,,Almagro,Comuna 5,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 3463,Rivadavia 3463
-58.41531999,-34.61089142,58,A,LORIA,2,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Rivadavia,3466,,Almagro,Comuna 5,Salida unicamente,Boca de subte,RIVADAVIA AV. 3466,Rivadavia 3466
-58.42149653,-34.61179238,59,A,CASTRO BARROS,4,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Rivadavia,3928,,Almagro,Comuna 5,Salida unicamente,Boca de subte,RIVADAVIA AV. 3928,Rivadavia 3928
-58.42157603,-34.61160837,60,A,CASTRO BARROS,3,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,3929,,Almagro,Comuna 5,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 3929,Rivadavia 3929
-58.42189215,-34.61174565,61,A,CASTRO BARROS,1,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,3959,,Almagro,Comuna 5,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 3959,Rivadavia 3959
-58.4218274,-34.61193146,62,A,CASTRO BARROS,2,a San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,3960,,Almagro,Comuna 5,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 3960,Rivadavia 3960
-58.42955798,-34.61513574,63,A,RIO DE JANEIRO,1,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,4541,,Almagro,Comuna 5,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4541,Rivadavia 4541
-58.42920996,-34.61498139,64,A,RIO DE JANEIRO,3,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,4503,,Almagro,Comuna 5,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4503,Rivadavia 4503
-58.42946866,-34.61532791,65,A,RIO DE JANEIRO,2,a San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,4502,,Caballito,Comuna 6,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 4502,Rivadavia 4502
-58.43588634,-34.61792717,66,A,ACOYTE,3,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,4965,,Caballito,Comuna 6,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4965,Rivadavia 4965
-58.43576555,-34.61810461,67,A,ACOYTE,4,a San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,4976,,Caballito,Comuna 6,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 4976,Rivadavia 4976
-58.43616339,-34.61829449,68,A,ACOYTE,2,a San Pedrito,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Rivadavia,4994,,Caballito,Comuna 6,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 4994,Rivadavia 4994
-58.43625192,-34.61809714,69,A,ACOYTE,1,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,4995,,Caballito,Comuna 6,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4995,Rivadavia 4995
-58.43580009,-34.61789368,70,A,ACOYTE,5,a Plaza de Mayo,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Rivadavia,4963,,Caballito,Comuna 6,Solo anden a Plaza de Mayo,Boca de subte,RIVADAVIA AV. 4963,Rivadavia 4963
-58.43568787,-34.61807104,71,A,ACOYTE,6,a San Pedrito,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Rivadavia,4960,,Caballito,Comuna 6,Solo anden a San Pedrito,Boca de subte,RIVADAVIA AV. 4960,Rivadavia 4960
-58.44129269,-34.62033464,72,A,PRIMERA JUNTA,1,a Plaza de Mayo y San Pedrito,,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,5391,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5391,Rivadavia 5391
-58.44125101,-34.62064121,73,A,PRIMERA JUNTA,2,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Del Barco Centenera,13,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,BARCO CENTENERA DEL 13,Del Barco Centenera 13
-58.44105946,-34.62058223,74,A,PRIMERA JUNTA,4,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Del Barco Centenera,10,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,BARCO CENTENERA DEL 10,Del Barco Centenera 10
-58.44881116,-34.62373781,75,A,PUAN,2,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,5920,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5920,Rivadavia 5920
-58.44868192,-34.62341011,76,A,PUAN,3,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,5927,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5927,Rivadavia 5927
-58.44831299,-34.62354364,77,A,PUAN,4,a Plaza de Mayo y San Pedrito,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Rivadavia,5898,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5898,Rivadavia 5898
-58.44885903,-34.6234899,78,A,PUAN,1,a Plaza de Mayo y San Pedrito,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Rivadavia,5943,,Caballito,Comuna 6,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 5943,Rivadavia 5943
-58.45633436,-34.62641852,79,A,CARABOBO,1,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,6375,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6375,Rivadavia 6375
-58.45623918,-34.62660521,80,A,CARABOBO,2,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,6366,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6366,Rivadavia 6366
-58.45582696,-34.62622384,81,A,CARABOBO,3,a Plaza de Mayo y San Pedrito,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Rivadavia,6331,,Flores,Comuna 7,Salida unicamente,Boca de subte,RIVADAVIA AV. 6331,Rivadavia 6331
-58.45571931,-34.62641963,82,A,CARABOBO,6,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,6330,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6330,Rivadavia 6330
-58.45601228,-34.6265185,83,A,CARABOBO,4,a Plaza de Mayo y San Pedrito,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Rivadavia,6354,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6354,Rivadavia 6354
-58.46374935,-34.62895041,84,A,SAN JOSÉ DE FLORES,5,a Plaza de Mayo y San Pedrito,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Rivadavia,6989,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6989,Rivadavia 6989
-58.46364285,-34.62923613,85,A,SAN JOSÉ DE FLORES,2,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,6970,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6970,Rivadavia 6970
-58.46308535,-34.62907962,86,A,SAN JOSÉ DE FLORES,4,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Rivadavia,6928,,Flores,Comuna 7,Salida unicamente,Boca de subte,RIVADAVIA AV. 6928,Rivadavia 6928
-58.46360019,-34.62886698,87,A,SAN JOSÉ DE FLORES,3,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,6969,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6969,Rivadavia 6969
-58.46330567,-34.6287884,88,A,SAN JOSÉ DE FLORES,7,a Plaza de Mayo y San Pedrito,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,6939,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 6939,Rivadavia 6939
-58.46386448,-34.62897903,89,A,SAN JOSÉ DE FLORES,1,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Rivadavia,6989,,Flores,Comuna 7,Salida unicamente,Boca de subte,RIVADAVIA AV. 6989,Rivadavia 6989
-58.47074355,-34.63081689,90,A,SAN PEDRITO,1,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,7469,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 7469,Rivadavia 7469
-58.4708797,-34.63123361,91,A,SAN PEDRITO,2,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,7490,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 7490,Rivadavia 7490
-58.4702255,-34.6306758,92,A,SAN PEDRITO,5,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Rivadavia,7431,,Flores,Comuna 7,Salida unicamente,Boca de subte,RIVADAVIA AV. 7431,Rivadavia 7431
-58.47017079,-34.63104055,93,A,SAN PEDRITO,4,a Plaza de Mayo,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Rivadavia,7438,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 7438,Rivadavia 7438
-58.47040512,-34.63073082,94,A,SAN PEDRITO,3,a Plaza de Mayo,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Rivadavia,7441,,Flores,Comuna 7,Vestíbulo intermedio,Boca de subte,RIVADAVIA AV. 7441,Rivadavia 7441
-58.37000778,-34.60316757,95,B,LEANDRO N. ALEM,2,a J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,L.N. Alem,383,,San Nicolas,Comuna 1,Anden central,Boca de subte,ALEM. LEANDRO N. AV. 383,L.N. Alem 153
-58.36961873,-34.60304996,96,B,LEANDRO N. ALEM,4,a J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,146,,San Nicolas,Comuna 1,Anden central,Boca de subte,CORRIENTES AV. 146,Corrientes 146
-58.3700583,-34.60276167,97,B,LEANDRO N. ALEM,3,a J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,L.N. Alem,421,,San Nicolas,Comuna 1,Anden central,Boca de subte,ALEM. LEANDRO N. AV. 421,L.N. Alem 183
-58.36964822,-34.60286856,98,B,LEANDRO N. ALEM,5,a J. M. de Rosas,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Corrientes,161,,San Nicolas,Comuna 1,Salida unicamente,Boca de subte,CORRIENTES AV. 161,Corrientes 161
-58.37488002,-34.60320705,99,B,FLORIDA,1,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,587,,San Nicolas,Comuna 1,Anden central,Boca de subte,CORRIENTES AV. 587,Corrientes 587
-58.37486416,-34.60340211,100,B,FLORIDA,2,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,590,,San Nicolas,Comuna 1,Anden central,Boca de subte,CORRIENTES AV. 590,Corrientes 590
-58.37442518,-34.60317254,101,B,FLORIDA,3,a L. N. Alem y J. M. de Rosas,,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,535,,San Nicolas,Comuna 1,Anden central,Boca de subte,CORRIENTES AV. 535,Corrientes 535
-58.38085192,-34.60393922,103,B,C. PELLEGRINI,4,a L. N. Alem y J. M. de Rosas,C-D,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pellegrini,385,,San Nicolas,Comuna 1,Anden central,Boca de subte,PELLEGRINI. CARLOS 385,Pellegrini 385
-58.38088865,-34.60344428,104,B,C. PELLEGRINI,1,a L. N. Alem y J. M. de Rosas,C-D,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pellegrini,423,,San Nicolas,Comuna 1,Anden central,Boca de subte,PELLEGRINI. CARLOS 423,Pellegrini 423
-58.38086168,-34.6038418,105,B,C. PELLEGRINI,2,a L. N. Alem y J. M. de Rosas,C-D,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pellegrini,385,,San Nicolas,Comuna 1,Anden central,Boca de subte,PELLEGRINI. CARLOS 385,Pellegrini 385
-58.38729906,-34.60395396,106,B,URUGUAY,1,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Corrientes,1463,,San Nicolas,Comuna 1,Salida unicamente,Boca de subte,CORRIENTES AV. 1463,Corrientes 1463
-58.38730831,-34.60415348,107,B,URUGUAY,2,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,1450,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1450,Corrientes 1450
-58.38699139,-34.60392295,108,B,URUGUAY,5,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,1437,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1437,Corrientes 1437
-58.38692983,-34.60412248,109,B,URUGUAY,4,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,1428,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1428,Corrientes 1428
-58.38634059,-34.60388109,110,B,URUGUAY,9,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,1393,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1393,Corrientes 1393
-58.38671994,-34.60374621,111,B,URUGUAY,7,a L. N. Alem y J. M. de Rosas,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Uruguay,410,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,URUGUAY AV. 410,Uruguay 410
-58.39287948,-34.60435231,112,B,CALLAO - MAESTRO ALFREDO BRAVO,1,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Corrientes,1833,,Balvanera,Comuna 3,Salida unicamente,Boca de subte,CORRIENTES AV. 1833,Corrientes 1833
-58.39290005,-34.6045349,113,B,CALLAO - MAESTRO ALFREDO BRAVO,2,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,1832,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1832,Corrientes 1832
-58.39252344,-34.60452997,114,B,CALLAO - MAESTRO ALFREDO BRAVO,4,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,1814,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1814,Corrientes 1814
-58.39251429,-34.60435733,115,B,CALLAO - MAESTRO ALFREDO BRAVO,5,a L. N. Alem y J. M. de Rosas,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Callao,402,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CALLAO AV. 402,Callao 402
-58.39205498,-34.60452907,116,B,CALLAO - MAESTRO ALFREDO BRAVO,6,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,1792,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1792,Corrientes 1792
-58.39218886,-34.60417664,117,B,CALLAO - MAESTRO ALFREDO BRAVO,7,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Callao,415,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,CALLAO AV. 415,Callao 415
-58.39242629,-34.60424534,118,B,CALLAO - MAESTRO ALFREDO BRAVO,3,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,1805,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 1805,Corrientes 1805
-58.39970987,-34.60454382,119,B,PASTEUR - AMIA,1,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,2311,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2311,Corrientes 2311
-58.39969447,-34.60474455,120,B,PASTEUR - AMIA,2,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,2306,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2306,Corrientes 2306
-58.39920186,-34.60452693,121,B,PASTEUR - AMIA,3,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,2279,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2279,Corrientes 2279
-58.39918476,-34.60472482,122,B,PASTEUR - AMIA,4,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,2280,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2280,Corrientes 2280
-58.40520872,-34.60449941,123,B,PUEYRREDON,5,Salida unicamente,H,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Corrientes,2795,,Balvanera,Comuna 3,Salida unicamente,Boca de subte,CORRIENTES AV. 2795,Corrientes 2795
-58.40523957,-34.60468683,124,B,PUEYRREDON,4,a L. N. Alem y J. M. de Rosas,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,2786,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2786,Corrientes 2786
-58.40503322,-34.60451198,125,B,PUEYRREDON,3,a L. N. Alem y J. M. de Rosas,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,2789,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2789,Corrientes 2789
-58.40506241,-34.60470146,126,B,PUEYRREDON,6,a L. N. Alem y J. M. de Rosas,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,2744,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 2744,Corrientes 2744
-58.41204119,-34.60399886,127,B,CARLOS GARDEL,1,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,3315,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 3315,Corrientes 3315
-58.41203978,-34.60419563,128,B,CARLOS GARDEL,2,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,3326,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 3326,Corrientes 3326
-58.41145768,-34.60397391,129,B,CARLOS GARDEL,3,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,3299,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 3299,Corrientes 3299
-58.41146163,-34.60416616,130,B,CARLOS GARDEL,4,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,3290,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORRIENTES AV. 3290,Corrientes 3290
-58.42132506,-34.60304022,131,B,ALMAGRO - MEDRANO,1,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,4019,,Almagro,Comuna 5,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 4019,Corrientes 4019
-58.42116483,-34.60341897,132,B,ALMAGRO - MEDRANO,2,a J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Medrano,598,,Almagro,Comuna 5,Andén a J. M. de Rosas,Boca de subte,MEDRANO AV. 598,Medrano 598
-58.42069085,-34.60310398,133,B,ALMAGRO - MEDRANO,3,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,3989,,Almagro,Comuna 5,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 3989,Corrientes 3989
-58.4207092,-34.60329343,134,B,ALMAGRO - MEDRANO,4,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Corrientes,3980,,Almagro,Comuna 5,Salida unicamente,Boca de subte,CORRIENTES AV. 3980,Corrientes 3980
-58.43135055,-34.60204699,135,B,ANGEL GALLARDO,1,Andén a Leandro N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,4667,,Almagro,Comuna 5,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 4667,Corrientes 4667
-58.43084901,-34.60208809,136,B,ANGEL GALLARDO,3,Andén a Leandro N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,4641,,Almagro,Comuna 5,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 4641,Corrientes 4641
-58.43087291,-34.60227804,137,B,ANGEL GALLARDO,2,Andén a Juan M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,4648,,Almagro,Comuna 5,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 4648,Corrientes 4648
-58.4313716,-34.6022349,138,B,ANGEL GALLARDO,4,Salida únicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Corrientes,4668,,Almagro,Comuna 5,Salida únicamente,Boca de subte,CORRIENTES AV. 4668,Corrientes 4668
-58.43987951,-34.59870699,139,B,MALABIA - OSVALDO PUGLIESE,1,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,5321,,Villa Crespo,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 5321,Corrientes 5321
-58.439989,-34.59891838,140,B,MALABIA - OSVALDO PUGLIESE,2,a J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,5310,,Villa Crespo,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 5310,Corrientes 5310
-58.43952822,-34.59904499,141,B,MALABIA - OSVALDO PUGLIESE,3,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,5283,,Villa Crespo,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 5283,Corrientes 5283
-58.43972079,-34.59917208,142,B,MALABIA - OSVALDO PUGLIESE,4,Salida únicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Corrientes,5296,,Villa Crespo,Comuna 15,Salida únicamente,Boca de subte,CORRIENTES AV. 5296,Corrientes 5296
-58.44771132,-34.59143949,143,B,DORREGO,1,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,6201,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6201,Corrientes 6201
-58.44791363,-34.59159255,144,B,DORREGO,2,a J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,6221,,Chacarita,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 6221,Corrientes 6221
